pk_id_altmetrics_info,version,date_from,date_to,id,"title","journal_title","author",publication_date,"doi","detail_url"
1629,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1629,"Understand, Desing, Act: Climate-proof your supply chain",,"Watene, George; Sloan, Kealy; Giovannucci, Daniele; Taylor, Meredith; Firl, Monica; Teague, Elizabeth; Knueppel, Danielle; Selengia, Katherine; Semroc, Bambi; Glowka, Caroline; Lundy, Mark; van Asten, Piet; Ruiz, Pablo; Jassogne, Laurence",2018-06-07 00:00:00,,"https://www.altmetric.com/details/56751492"
1630,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1630,"Mitigation as a co-benefit of ecological farming",,"Wollenberg, Eva K.",2018-03-16 00:00:00,,"https://www.altmetric.com/details/56751487"
1631,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1631,"Improving Grain sector's Climate-Smart Awareness and decision-making",,"Sustainable Food Lab; International Institute of Tropical Agriculture; CGIAR Research Program on Climate Change, Agriculture and Food Security",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751480"
1632,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1632,"Improving Cocoa sector's Climate-Smart Awareness and decision-making",,"Sustainable Food Lab; Rainforest Alliance; International Institute of Tropical Agriculture; CGIAR Research Program on Climate Change, Agriculture and Food Security; Root Capital",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751474"
1633,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1633,"Evaluating agricultural weather and climate services in Africa: A learning agenda on climate information services in sub-Saharan Africa",,"Watkiss, Paul; Carr, Edward; Roudier, Philippe; Hansen, James; Vaughan, Catherine",2018-02-01 00:00:00,,"https://www.altmetric.com/details/56751473"
1634,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1634,"Documentation of priority CSA practices and systems for NDC and NAP implementation in Vietnam",,"Northern Mountainous Agriculture and Forestry Science Institute",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751453"
1635,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1635,"Taux et déterminants de l’adoption de variétés améliorées de riz au Sénégal","conomie rurale","Basse, Blaise Waly; Fall, Amadou Abdoulaye; Diouf, Ndeye Seynabou",2018-09-25 00:00:00,,"https://www.altmetric.com/details/56751452"
1636,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1636,"Is roof-top rainwater harvesting a viable solution to develop small-scale agriculture? (A case study in Laos)",,"Lacombe,  Guillaume; Douangsavanh, Somphasith; Heang, Vytou; Jacq, Estelle",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751449"
1637,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1637,"Taller sobre adaptacion al cambio climatico",,"Root Capital",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751448"
1638,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1638,"Root Capital’s Expected Impact Rating",,"Root Capital",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751445"
1639,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1639,"Improving coffee sector's Climate-Smart Awareness and decision-making",,"Olam; International Institute of Tropical Agriculture",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751443"
1640,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1640,"Forewarned is Forearmed how Climate Information Services are Saving the Lives and Livelihoods of Senegalese Fisherfolk",,"Issa Ouédraogo",2018-11-21 00:00:00,,"https://www.altmetric.com/details/56751442"
1641,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1641,"Impact evaluation methods: Qualitative Methods",,"Wollenberg, Eva",2018-07-24 00:00:00,,"https://www.altmetric.com/details/56751434"
1642,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1642,"Training workshop report: Implementing Nationally Determined Contributions (NDC) Commitments in Agriculture",,"CGIAR Research Program on Climate Change, Agriculture and Food Security",2018-04-10 00:00:00,,"https://www.altmetric.com/details/56751433"
1643,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1643,"Engagements au titre des Contributions déterminées au niveau national (CDN) dans le secteur agricole",,"CGIAR Research Program on Climate Change, Agriculture and Food Security",2018-10-03 00:00:00,,"https://www.altmetric.com/details/56751432"
1644,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1644,"Advanced MRV to capture mitigation impacts -recent analysis and tools",,"Wilkes, Andreas; Wollenberg, Eva",2018-08-30 00:00:00,,"https://www.altmetric.com/details/56751428"
1645,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1645,"Technical Summary. In: Global Warming of 1.5°C. An IPCC Special Report on the impacts of global warming of 1.5°C above pre-industrial levels and related global greenhouse gas emission pathways",,"Dube, Opha P.; Hoegh-Guldberg, Ove; Jacob, Daniela; Allen, Myles R.; de Coninck, Heleen",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751420"
1646,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1646,"Technical Report: Assessment of the Impacts of Climate Change on Human Health and Nutrition",,"John Michael E. Borigas; Cecilia S. Acuin; Rovea Ernazelle G. Austria; Charmaine A. Duante",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56751419"
1647,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1647,"The economic case for climate action in West-African cocoa production. Adapting cocoa production in Ivory Coast to climate change is a smart investment. Inaction will result in income losses to farmers and the economy",,"Bunn, Christian; Castro, Fabio; Schreyer, Felix",2018-08-30 00:00:00,,"https://www.altmetric.com/details/56751374"
1648,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1648,"Guidance for addressing gaps in information and uncertainty in activity data for livestock greenhouse gas emissions: Uruguay - From reporting 12 NGHGI to UNFCCC to a key policy tool",,"Oyhantçabal, Walter",2018-07-17 00:00:00,,"https://www.altmetric.com/details/56283146"
1649,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1649,"National contributions to climate change mitigation from agriculture: allocating a global target",,"Richards, Meryl; Wollenberg, Eva",2018-09-10 00:00:00,,"https://www.altmetric.com/details/56283138"
1650,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1650,"Reducing food loss and waste as a climate change mitigation strategy",,"Wollenberg, Eva",2018-11-14 00:00:00,,"https://www.altmetric.com/details/56283127"
1651,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1651,"Activity data collection for Tier 2 estimates - China",,"Hongmin, Dong",2018-07-17 00:00:00,,"https://www.altmetric.com/details/56283121"
1652,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1652,"Tier 2 approaches for livestock: A collection of practices",,"Wilkes, Adreas",2018-07-17 00:00:00,,"https://www.altmetric.com/details/56283104"
1653,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1653,"Agricultural adaptation and mitigation review: Evidence for synergies and tradeoffs",,"Barbieri, Lindsay",2018-09-10 00:00:00,,"https://www.altmetric.com/details/56283102"
1654,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1654,"Low-emission development of rice production in Vietnam: Lessons learnt from scaling of alternate wetting and drying in the red river delta",,"Ole Sander, Bjoern",2018-09-20 00:00:00,,"https://www.altmetric.com/details/56283101"
1655,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1655,"Calculating the GHG impacts of FLW – toolkits and calculators",,"Robertson, Kai",2018-11-14 00:00:00,,"https://www.altmetric.com/details/56283100"
1656,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1656,"Cost and implementation of mitigation in agriculture",,"Loboguerrero Rodriguez, Ana Maria",2018-09-21 00:00:00,,"https://www.altmetric.com/details/56283098"
1657,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1657,"Improving activity data for Tier 2 estimates of livestock emissions: Dealing with data gaps - Introduction and overview",,"Clark, Harry; Wollenberg, Eva",2018-07-17 00:00:00,,"https://www.altmetric.com/details/56283072"
1658,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1658,"MRV Expert Workshop - Kenya Experience",,"Kibor, Benjamin T.",2018-07-17 00:00:00,,"https://www.altmetric.com/details/56283069"
1659,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1659,"Agricultural GHGs: from a Global Research Alliance to shared policies and practices",,"Reisinger, Andy",2018-09-10 00:00:00,,"https://www.altmetric.com/details/56283049"
1660,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1660,"East Africa Climate-Smart Villages AR4D Sites: 2017 Inventory",,"Bonilla-Findji, Osana; Recha, John; Kimeli, Philip; Radeny, Maren",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56283032"
1661,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1661,"Developing investment plan for low emission development interventions from rice production in Vietnam's Nationally Determined Contributions",,"The, Tran Van",2018-09-10 00:00:00,,"https://www.altmetric.com/details/56283031"
1662,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1662,"Improving activity data for Tier 2 estimates of livestock emissions: Dealing with data gaps",,"Clark, Harry; Wollenberg, Eva; Leahy, Sinaed",2018-07-13 00:00:00,,"https://www.altmetric.com/details/56283030"
1663,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1663,"Summary Report: International Conference on Agricultural GHG Emissions and Food Security – Connecting research to policy and practice",,"CCAFS; GRA; FACCE JPI",2018-12-03 00:00:00,,"https://www.altmetric.com/details/56283028"
1664,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1664,"CO2 Modelling: Estimating GHG effects of FLW reducing measures",,"Broeze, Jan; Vollebregt, Martijntje",2018-11-14 00:00:00,,"https://www.altmetric.com/details/56283027"
1665,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1665,"Interventions that reduce FLW and have a large mitigation impact",,"White, Julianna M.; Pirolli, Gillian; Peña, Olivia; Nash, Julie; Gurwick, Noel; Wollenberg, Eva; Galford, Gillian",2018-11-14 00:00:00,,"https://www.altmetric.com/details/56283025"
1666,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1666,"Reducing FLW: Developing the investment case.",,"Gromko, Duncan",2018-11-14 00:00:00,,"https://www.altmetric.com/details/56283024"
1667,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1667,"A reductive interpretation of Climate-Smart Agriculture limits its positive effects",,"De Pinto, Alex",2018-09-10 00:00:00,,"https://www.altmetric.com/details/56283009"
1668,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1668,"Implementing adaptation measures for sustainable rice production in Mekong River Delta of Vietnam",,"Le Thanh Tung; Bui Tan Yen; Sebastian, Leocadio; Nguyen Hong Son",2018-10-20 00:00:00,,"https://www.altmetric.com/details/56283007"
1669,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1669,"Broadcast Production Workshops for Climate Change: iBroadkas Mo! Campaign Phase 2",,"Philippine Federation of Rural Broadcasters",2018-12-01 00:00:00,,"https://www.altmetric.com/details/56283005"
1670,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1670,"Impact of climate change on future rice production in the Mekong River Delta",,"Bui Tan Yen; Trinh Hoang Duong; Sebastian, Leocadio; Nguyen Huu Quyen",2018-10-01 00:00:00,,"https://www.altmetric.com/details/56283004"
1671,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1671,"Tapno maawatan ti Panagbaliw Ti Klima (Climate Change): Librito para kadagiti opisial ti gobierno-lokal ditoy Pilipinas",,"Joanna Dalusag; Belina Rosales; Joshua Romero; Julian Gonsalves; Rene Vidallo; Jonna Jordan; Julieta Narte; Irish Baguilat; Constante Briones; Magnolia Rosimo; Wilson John Barbon; Emilita Oro; Lorna Bernales; Gonzalo Servano; Arnel Puno; Russel Narte; Leocadio Sebastian; Eduardo Navarra",2018-09-01 00:00:00,,"https://www.altmetric.com/details/56283003"
1672,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1672,"Resource conservation in the uplands of Southern Shan: How climate smart agriculture can help.",,"Julian Gonsalves; Wilson John Barbon; Yinn Minn Latt; Chan Myae",2018-12-01 00:00:00,,"https://www.altmetric.com/details/55959911"
1673,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1673,"Regenerating drylands in response to a changing climate",,"Julian Gonsalves; Wilson John Barbon; Yinn Minn Latt; Chan Myae",2018-12-01 00:00:00,,"https://www.altmetric.com/details/55959910"
1674,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1674,"Diversification: Reducing risks, increasing incomes while enhancing adaptive capacities in the Ayeyarwady Delta",,"Julian Gonsalves; Wilson John Barbon; Yinn Minn Latt; Chan Myae",2018-12-01 00:00:00,,"https://www.altmetric.com/details/55959907"
1675,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1675,"Capitalizing on local livelihood diversity: Enhancing resilience building of small highland farms",,"Julian Gonsalves; Wilson John Barbon; Yinn Minn Latt; Chan Myae",2018-12-01 00:00:00,,"https://www.altmetric.com/details/55959905"
1676,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1676,"Mesure, notification et vérification de l’agriculture intelligente face au climat: changement de perspective, changement de possibilités ? Conclusions de l’auto-évaluation nationale des besoins, systèmes et opportunités",,"Shoo, Aikande; Nowak, Andreea; Makoko, Kondwani; Malozo, Mponda; Ngwira, Gomezyani; Pedzisa, Tarisayi; Njoloma, Joyce; Lucas, Irene; Nyoka, Isaac; Temu, Emmanuel; Bondo, Austin; Wilkes, Andreas; Fay, John; Rosenstock, Todd S; Masikati, Patricia; Morongwe, Sepa; Akamandisa, Vincent M; Kimaro, Anthony A",2018-12-01 00:00:00,,"https://www.altmetric.com/details/55959893"
1677,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1677,"Measurement, reporting and verification of climate-smart agriculture: Change of perspective, change of possibilities?",,"Shoo, Aikande; Nowak, Andreea; Makoko, Kondwani; Malozo, Mponda; Ngwira, Gomezyani; Pedzisa, Tarisayi; Njoloma, Joyce; Lucas, Irene; Nyoka, Isaac; Temu, Emmanuel; Bondo, Austin; Wilkes, Andreas; Fay, John; Rosenstock, Todd S; Masikati, Patricia; Morongwe, Sepa; Akamandisa, Vincent M; Kimaro, Anthony A",2018-12-01 00:00:00,,"https://www.altmetric.com/details/55959884"
1678,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1678,"Bi?n pháp thích ?ng cho h? th?ng canh tác d?a trên lúa g?o t?i các t?nh ??ng b?ng Sông C?u Long trong b?i c?nh bi?n ??i khí h?u: Báo cáo ?ánh giá",,"Tung, Le Thanh; Toan, To Quang; Sebastian, Leocadio S.; Bong, Bui Ba; Yen, Bui Tan; Labios, Romeo; Trung, Nguyen Duc; Tu, Trinh Quang; Son,Nguyen Hong; Bo,Nguyen Van",2018-12-01 00:00:00,,"https://www.altmetric.com/details/55586965"
1679,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1679,"An update on CCAFS LED Activities funded by USAID",,"Wollenberg, Eva",2018-09-24 00:00:00,,"https://www.altmetric.com/details/55586943"
1680,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1680,"Climate Services for Resilient Development in South Asia: Mid-term Report, January - June 2018",,"Khanam F; Billah MM; Hassan AM; Montes C; Salam MU; Khan MSH; Siddiquee AA; Miah AA; Schulthess U; Uddin S; Fernandes JMC; Rahman MS; Hasan MA; Hussain G; Rokon GM; Haque A; Hossain K; Kamal M; Tasnim T; Krupnik TJ; Kurishi KA",2018-12-31 00:00:00,,"https://www.altmetric.com/details/55198677"
1681,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1681,"Climate-smart land use requires local solutions, transdisciplinary research, policy coherence and transparency","Carbon Management","Giller, Ken E.; Rufino, Mariana C.; Kok, Kasper; Herold, Martin; de Koning, Jessica; Arts, Bas; Salvini, Giulia; Verchot, Louis; Glolcher, Cinthia S.; Carter, Sarah; Reidsma, Pytrik; van Noordwijk, Meine; Wollenberg, Eva",2018-05-03 00:00:00,"10.1080/17583004.2018.1457907","https://www.altmetric.com/details/54885303"
1682,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1682,"Uptake and impact of climate-smart agriculture on food security, incomes and assets in East Africa",,"Recha, John; Kimeli, Philip; Ogada, Maurice J.; Solomon, Dawit; Radeny, Maren; Rao, E.J.O.",2018-12-01 00:00:00,,"https://www.altmetric.com/details/54840280"
1683,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1683,"Adaptation Options for Rice-Based Cropping Systems in Climate Risk-Prone Provinces in the Mekong River Delta: An Assessment Report",,"Tung, Le Thanh; Toan, To Quang; Trung,Nguyen Duc; Bong, Bui Ba; Yen, Bui Tan; Labios, Romeo; Sebastian,Leocadio; Tu, Trinh Quang; Son,Nguyen Hong; Bo,Nguyen Van",2018-12-01 00:00:00,,"https://www.altmetric.com/details/54840241"
1684,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1684,"Towards Effective Participatory Decision-Making on Climate-Smart Agriculture (CSA) Technologies: A Case Study of Rohal Suong Climate-Smart Village, Battambang Province, Cambodia",,"Dyna, Eam; Kura, Yumiko; Emdin, Fiona",2018-12-01 00:00:00,,"https://www.altmetric.com/details/54518692"
1685,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1685,"Climate change induced salinity intrusion and its implications for agriculture",,"Joshi, PK; Pathak, Himanshu; Deb Pal, Barun",2018-12-01 00:00:00,,"https://www.altmetric.com/details/54518678"
1686,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1686,"Analyzing farm household strategies for food security and climate resilience: The case of Climate-Smart Villages of Southeast Asia",,"Pavelic, Paul; Kura, Yumiko; Ferrer, Alice Joan; Yen, Bui Tan; Sebastian, Leocadio; Amjath-Babu, T.S.; Minh,Ngo Duc",2018-12-01 00:00:00,,"https://www.altmetric.com/details/54137655"
1687,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1687,"Changes in soil biology under conservation agriculture based sustainable intensification of cereal systems in Indo-Gangetic Plains","Geoderma","Datta, Ashim; Sharma, Parbodh C.; Ladha, Jagdish K.; Gathala, Mahesh K.; Jat, Mangi L.; Choudhary, Madhu; Jat, Hanuman S.; Yadav, Arvind K.; Singh, Rajbir; Das, Amit K.; Sapkota, Tek B.",2018-03-01 00:00:00,"10.1016/j.geoderma.2017.10.041","https://www.altmetric.com/details/54137654"
1688,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1688,"The why, what, who and how of  scaling agricultural innovations: Key messages from the CCAFS SEA and cross-CRP Scaling Conference, Hanoi 2018",,"Woltering, Lennart; Sartas, Murat; Theissen, Arne; Uhlenbrock, Silke; Ohmstedt, Uwe; Koerner, Jana; Zeiske, Felix",2018-12-01 00:00:00,,"https://www.altmetric.com/details/54137650"
1689,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1689,"NEEDS AND DETERMINANTS OF ACCESS TO CLIMATE INFORMATION SERVICES BY WOMEN PRODUCERS IN SENEGAL",,"Diouf Seynabou; Zougmoré, Robert B.; Ouédraogo Issa; Ouédraogo Mathieu",2018-03-20 00:00:00,,"https://www.altmetric.com/details/54137638"
1690,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1690,"CCAFS East Africa 2019–2021: Strategy for Supporting Agricultural Transformation, Food and Nutrition Security under Climate Change",,"Schuetz, Tonya; Recha, John; Solomon, Dawit; Gadeberg, Marianne; Radeny, Maren; Mungai, Catherine",2018-12-01 00:00:00,,"https://www.altmetric.com/details/53826424"
1691,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1691,"Convening CGIAR Researchers to Build a Community of Practice on Weather-related Agricultural Insurance",,"Kramer, Berber",2018-12-20 00:00:00,,"https://www.altmetric.com/details/53826402"
1692,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1692,"Estimating the economic value of climate services for strengthening resilience of smallholder farmers to climate risks in Ethiopia: A choice experiment approach",,"Radeny, Maren A.O.; Solomon, Dawit; Kassie, Girma T.; Abonesh Tesfaye Tulu; Hansen, James",2018-12-20 00:00:00,,"https://www.altmetric.com/details/53826401"
1693,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1693,"CCAFS Southeast Asia R4D Thrusts, 2019-2021: New outlook towards a food secure future.",,"Sebastian, Leocadio; Bernardo, Eisen Bernard",2018-11-01 00:00:00,,"https://www.altmetric.com/details/53826398"
1694,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1694,"Can Ethiopia feed itself by 2050? Estimating cereal self-sufficiency to 2050",,"Boogaard, Hendrik; Wiebe, Keith; Tesfaye, Kindie; Solomon, Dawit; van Ittersum, Martin K.; Radeny, Maren",2018-12-21 00:00:00,,"https://www.altmetric.com/details/53826397"
1695,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1695,"Testing a new model combining micro-finance and farmer training to upscale the adoption of climate-smart agriculture practices by small-scale farmers in developing countries",,"Girvetz, Evan; Ruben, Ruerd; Masoud, Thabit; Osiemo, Jamleck; Hella, Joseph; Deering, Karl; Karanja, Stanley; van Asseldonk, Marcel; Pamuk, Haki",2018-12-24 00:00:00,,"https://www.altmetric.com/details/53826396"
1696,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1696,"8 Guide steps for setting up a Climate-Smart Village (CSV)",,"Sebastian, Leocadio; Bernardo, Eisen Bernard; Gonsalves, Julian",2018-12-01 00:00:00,,"https://www.altmetric.com/details/53826394"
1697,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1697,"The SmartAG partner: CCAFS East Africa Bi-Annual Newsletter, January - June 2018",,"CGIAR Research Program on Climate Change, Agriculture and Food Security",2018-12-20 00:00:00,,"https://www.altmetric.com/details/53826393"
1698,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1698,"Enhancing National Climate Services (ENACTS) approach to support climate resilience in agriculture.",,"Rose, Alison; Damen, Beau; Dinku, Tufa; Sheinkman, Michael; Hansen, James",2018-12-18 00:00:00,,"https://www.altmetric.com/details/53826388"
1699,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1699,"Hacer que los árboles cuenten en América Latina y el Caribe: Medición, reporte y verificación (MRV) de agroforestería en la CMNUCC",,"Suber, Marta; Rosenstock, Todd; Namoi, Nictor; Bulusu, Medha; Wilkes, Andreas; Jallo, Courtney",2018-12-01 00:00:00,,"https://www.altmetric.com/details/53826387"
1700,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1700,"Equity, Empowerment and Gender Relations: A literature review of special relevance for Climate-Smart Agriculture Programming",,"Julian Gonsalves; Rene Vidallo; Francia Villavicencio; Magnolia Rosimo; Emilita Oro",2018-10-01 00:00:00,,"https://www.altmetric.com/details/53826346"
1701,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1701,"Using the Mitigation Options Tool (CCAFS-MOT): Case studies",,"Feliciano, Diana; MacSween, Kirsten",2018-12-01 00:00:00,,"https://www.altmetric.com/details/53254252"
1702,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1702,"Comparison of online greenhouse gas accounting tools for agriculture",,"Feliciano, Diana; MacSween, Kirsten",2018-12-01 00:00:00,,"https://www.altmetric.com/details/53254249"
1703,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1703,"Informe: Taller de fortalecimiento de capacidades de actores nacionales para la formulación e implementación de proyectos y programas en agricultura sostenible adaptada al clima con enfoque de género",,"Bonilla-Findji, Osana; Twyman, Jennifer; Martínez Baron, Deissy; Acosta, Mariola; Howland, Fanny Cecile",2018-12-21 00:00:00,,"https://www.altmetric.com/details/53021787"
1704,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1704,"CCAFS Web and Statistics Report for 2017",,"Tobón, Héctor; Haman, Magdalena; Amariles, Sebastián; Abreu, David; van Epp, Marissa",2018-12-21 00:00:00,,"https://www.altmetric.com/details/53021785"
1705,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1705,"A strategic approach to collaborative resource mobilization for climate change, agriculture and food security research, Findings from a MScCCAFS research project involving CCAFS Strategic Research Partners",,"Styles, David; Campbell, Bruce M.; Spillane, Charles; Engelund Friis, Anette; McKeown, Peter; Costelloe, Christine",2018-12-21 00:00:00,,"https://www.altmetric.com/details/53021784"
1706,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1706,"CSALP South Asia Quarterly Newsletter Vol.19",,"CGIAR Research Program on Climate Change, Agriculture and Food Security",2018-12-19 00:00:00,,"https://www.altmetric.com/details/52943378"
1707,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1707,"Faire compter les arbres en Afrique: Une meilleure stratégie de MRV de l’agroforesterie pour satisfaire aux ambitions de l’Afrique",,"Rosenstock, Todd; Namoi, Nictor; Mboi, Damaris; Bulusu, Medha; Wilkes, Andreas; Jallo, Courtney",2018-12-18 00:00:00,,"https://www.altmetric.com/details/52943376"
1708,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1708,"Understanding socioeconomic aspects influencing CSA adoption",,"Bonilla-Findji, Osana; Howland, Fanny; Andrieu, Nadine",2018-12-17 00:00:00,,"https://www.altmetric.com/details/52943373"
1709,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1709,"General Recommendations and Experiences of My Loi CSV Farmers and Ha Tinh Agricultural Staff during ACIS Project from 2015-2018",,"Le Thi Thao; Le Thi Tam; Le Dinh Hoa; Duong Minh Tuan",2018-12-17 00:00:00,,"https://www.altmetric.com/details/52943366"
1710,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1710,"Khuy?n ngh? nông nghi?p và kinh nghi?m c?a nông dân thôn M? L?i và cán b? nông nghi?p Hà T?nh trong th?i gian tham gia d? án ACIS t? 2015-2018",,"Le Thi Thao; Le Thi Tam; Simelton, Elisabeth; Le Dinh Hoa; Duong Minh Tuan",2018-12-18 00:00:00,,"https://www.altmetric.com/details/52943361"
1711,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1711,"MRV Tools and Resources",,"Global Research Alliance on Agricultural Greenhouse Gases; CGIAR Research Program on Climate Change, Agriculture and Food Security",2018-12-06 00:00:00,,"https://www.altmetric.com/details/52368926"
1712,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1712,"Equity, empowerment and gender relations: A literature review of special relevance for climate-smart agriculture programming",,"Rosimo, Magnolia; Vidallo, Rene; Oro, Emilita; Gonsalves, Julian; Villavicencio, Francia",2018-12-06 00:00:00,,"https://www.altmetric.com/details/52368912"
1713,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1713,"Addressing gender-based impacts of climate change: A case study of Guinayangan, Philippines",,"Rosimo, Magnolia; Vidallo, Rene; Gammelgaard, Johanna; Oro, Emilita; Gonsalves, Julian",2018-12-06 00:00:00,,"https://www.altmetric.com/details/52368910"
1714,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1714,"Adapting Agriculture to Climate Today, for Tomorrow (ACToday) - Ethiopia",,"Ward, Kelly; Pattni, Ravina",2018-08-01 00:00:00,,"https://www.altmetric.com/details/52368905"
1715,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1715,"Co-benefits of mitigation options in the CCAFS- Mitigation Options Tool (CCAFS-MOT)",,"Feliciano, Diana; MacSween, Kirsten",2018-12-03 00:00:00,,"https://www.altmetric.com/details/52368898"
1716,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1716,"Measure The Chain: Tools For Assessing GHG Emissions In Agricultural Supply Chains",,"Richards, Meryl",2018-11-27 00:00:00,,"https://www.altmetric.com/details/52029332"
1717,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1717,"Perception of Climate Change and Impact on Land Allocation and Income: Empirical Evidence from Vietnam's Delta Region","Agricultural & Resource Economics Review","Barboza, Gustavo A; Pede, Valerien O; Mishra, Ashok K",2018-08-22 00:00:00,"10.1017/age.2018.11","https://www.altmetric.com/details/52029305"
1718,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1718,"Climate-Smart Agriculture in Kyrgyzstan",,"International Center for Tropical Agriculture; World Bank",2018-11-23 00:00:00,,"https://www.altmetric.com/details/51631491"
