pk_melia_info,version,date_from,date_to,"pk",id,"title","description","commissioning_study","melia_publications","link"
10,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"861_104",861,"Adoption study for zinc rice in Bangladesh","In 2018, a nationally and divisionally representative survey on 48,900 rice farm households in Bangladesh was conducted to understand the progress of the Zinc Rice program. The results show that the Bangladesh Zinc Rice program was still in a relatively early phase of delivery and scale-up at the time. In the early phase of scale-up, zinc rice growers tend to be those with risk-mitigating characteristics. However, the efforts to raise awareness have been very successful, with around 2 million rice farmers being aware of zinc rice and liked the yield attribute, but there was a need to boost seed supply. ","HarvestPlus",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=861&cycle=Reporting&year=2019"
11,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"871_104",871,"Monitoring survey for vitamin A cassava in Nigeria","Nigeria monitoring survey was completed in 2019, assessing whether the vitamin A cassava (VAC) delivery outcomes were met activities. Overall, 73% of the households were aware of VAC and its products, and 45% of farm households had acquired VAC stems at least once between 2013-2018. Despite the promotion activities, purchasing stems was not popular as free stems farmers provided. Farmers that planted VAC allocated 21% of the total cassava area to VAC. VAC constituted 25% of the cassava production, suggesting a significant yield advantage. Households allocated most produced VAC roots for home consumption where children, women of reproductive age, benefit.","HarvestPlus",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=871&cycle=Reporting&year=2019"
12,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1271_107",1271,"Impact assessment: Adoption of rust-resistant varieties in Ethiopia","The ""Seed Multiplication and Delivery of High Yielding Rust Resistant Bread and Durum Wheat Varieties to Ethiopian Farmers"" project was able to achieve the release and demonstration of 23 wheat varieties — 18 bread and 5 durum types —, increased access to these improved seeds for 131,132 households and production of 39,750 tons of wheat grain. Extension agents from 54 woredas participated in training in wheat rust management, recommended agronomic packages for the new wheat varieties, and field data collection and management.","CIMMYT as part of the  project activity ","starting in Chapter 8 (p. 84) of the related USAID project report, here: https://www.dropbox.com/s/u7w5872h3sm889v/USAID%20project%20final%20report-PRN-April23.pdf?dl=0 


https://www.cimmyt.org/news/ethiopia-calls-for-continued-collaboration-to-increase-wheat-production-and-meet-nutritional-and-food-security/ ","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1271&cycle=Reporting&year=2019"
13,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1291_107",1291,"Report on wheat blast surveillance and monitoring efforts in Bangladesh: Towards early warning systems","With support from USAID, CIMMYT is mitigating wheat blast in Bangladesh. This document provides a summary of 
accomplishments in 2018-2019 that have been achieved under the project ‘Training, surveillance, and monitoring to mitigate the threat of wheat blast disease in Bangladesh and beyond’, supported by the USAID Mission in Bangladesh. The full document contains figures on monitoring, surveillance, and training efforts.","CIMMYT","https://www.dropbox.com/sh/ga4cri6ymfcqs7j/AACqu95SzB-HldMGbFCeCiz6a?dl=0
","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1291&cycle=Reporting&year=2019"
14,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1651_108",1651,"Gather and index various maize Adoption/impact assesment work per region","MAIZE Impact assessment strategy released (1), includes synthesis of adoption studies. Separate spin-off synthesis journal papers currently under review. Review paper rethinking potential implications for adoption studies (2).","MAIZE","1.https://repository.cimmyt.org/handle/10883/20220 
2.https://doi.org/10.1177/0030727019864978 

","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1651&cycle=Reporting&year=2019"
15,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1731_105",1731,"Impact of herd health training modules in Ethiopia","The training modules cover different topics related to herd health in Ethiopia. The impact studies either look at decreased disease burden or at changes in knowledge, attitude and practices thanks to community conversations trainings. In the long term, lasting improvements in overall animal health management and increases in productivity are expected. However, in 2019 it was too early to measure this impact, since some sites are only now completing the trainings, hence the need to extend the study.   ","CRP",,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=1731&cycle=Reporting&year=2019"
16,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1761_105",1761,"Development of country strategies and Theories of Change for 4 CRP priority countries (Ethiopia, Tanzania, Uganda and Vietnam)","The priority country projects have all developed project proposals and theories of change (TOCs).  KIT (Royal Tropical Institute) is working with the country teams to refine and test these TOCs up to the end of the CRP II period in December 2021.","CRP","https://livestock.cgiar.org/countries/ethiopia
https://livestock.cgiar.org/countries/tanzania
https://livestock.cgiar.org/countries/uganda
https://livestock.cgiar.org/countries/uganda","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=1761&cycle=Reporting&year=2019"
17,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1801_104",1801,"Monitoring survey for iron beans in Colombia","Colombia monitoring survey concluded in 2018 was designed to assess the performance of the high-iron bean (HIB) variety registered as BIO 101 using ten outcome indicators. The study had a quantitative part where 200 households were interviewed, and a qualitative component. The results suggested a broad acceptance of BIO 101 in the household diets, since households were allocated on average 0.22 hectares of land for HIB, and 62% of their HIB production were consumed domestically. However, its small grain size affected farmers’ considerations around yield. Enhancing nutrition messaging and breeding varieties compatible with regards to yield and marketing are essential.","HarvestPlus","https://cgiar.sharepoint.com/:f:/r/sites/IFPRI/A4NH/Flagship%202/2019%20adoption%20studies%20and%20learning%20exercises/Monitoring%20survey%20for%20iron%20beans%20in%20Colombia?csf=1&web=1&e=ZdWK8m","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1801&cycle=Reporting&year=2019"
18,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1811_104",1811,"Effectiveness/impact evaluation study for iron beans in Guatemala to measure adoption and iron intake outcomes on adolescent girls","A HarvestPlus-led randomized controlled effectiveness study was conducted in Guatemala from 2015-2019 to assess the impact of iron bean delivery programs on adolescent girls’ iron deficiency status. Midline results showed significant adoption rate for iron beans and a significant increase in the amount of beans saved for household consumption among beneficiaries, and 18% increase in iron intake from beans among adolescent girls in beneficiary households, from which a one-third reduction in the disability-adjusted life years lost to iron deficiency was estimated.  Endline and impact results on household adoption, and adolescent girls’ intake and iron status will be available in 2020. ","HarvestPlus","https://cgiar.sharepoint.com/:f:/r/sites/IFPRI/A4NH/Flagship%202/2019%20adoption%20studies%20and%20learning%20exercises/Socio-economic%20component%20of%20the%20effectiveness%20and%20impact%20evaluation%20study%20for%20iron%20beans%20in%20Guatemala%20to%20measure%20adoption%20and%20iron%20intake%20outcomes%20of%20adolescent%20girls?csf=1&e=lB7Yj6","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1811&cycle=Reporting&year=2019"
19,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2251_105",2251,"Impact assessment of exclosure improvement in Amhara Region, Ethiopia","Experimental trial plots created in 2017 under the IFAD/EC funded Drylands Restoration project led to local, up-scaling in 2018 funded by Amhara Bureau of Agriculture, with several exclosures enhanced by planting desho (Pennisetum pedicellatum) and Rhodes (Chloris gayana) grasses.  Impact assessment of local up-scaling would be highly valuable for scaling the exclosure approach in the Ethiopian highlands (a widely promoted but struggling technique with high costs and little benefit to farmers). However, the restoration project ended in September 2019.  An application was made to SPIA (Standing Panel on Impact Assessment) for funding support but was not approved during the year.","ILRI",,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2251&cycle=Reporting&year=2019"
20,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2262_110",2262,"Survey of data needs and practices among food system actors, and how CGIAR can better meet these. ","This data demand study is replicated from one conducted in 2018, with the aim of developing good transnational views.","PMU",,"https://marlo.cgiar.org/projects/BigData/studySummary.do?studyID=2262&cycle=Reporting&year=2019"
21,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2300_110",2300,"Farm.ink Learning study on impact of digital services (bot/web) on farming practices","Plan to conduct study through digital surveys to our user base. Focused on learning which areas of practice we are having the most influence over.","farm.ink","https://spark.adobe.com/page/elcejEJp45Jjb/ ","https://marlo.cgiar.org/projects/BigData/studySummary.do?studyID=2300&cycle=Reporting&year=2019"
22,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2339_108",2339,"Beneficiary based survey: households benefited from adopting Integrated Soil Fertily Management (ISFM) technologies and practices","Beneficiary based survey are used to measure progress against targets set at the start of each fiscal year in Nepal. Serves as model for companion projects. Data from the survey are used in annual reports for NSAF (linked below).","CIMMYT","https://www.dropbox.com/s/v4s9yk2c19yyy4p/NSAF%20Oct%2018-Sep%2019%20Annual%20Report-2019_10_30.pdf?dl=0 ","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2339&cycle=Reporting&year=2019"
23,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2340_108",2340,"Crops value chain assesment in Malawi","The aim is to develop viable strategies for small holder farmers to increase benefits from participation in value chains. Case study assessed implications for designing interventions in Malawi's value chains for improved health and nutrition (1).","CIMMYT","1.https://doi.org/10.1016/j.wdp.2019.100149 

","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2340&cycle=Reporting&year=2019"
24,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2341_104",2341,"Evaluation of the effectiveness of the Collective Action for Nutrition (CAN) Social Audit model in India","This study was conducted by A4NH strategic partner, the Institute of Development Studies (IDS). This study was an independent evaluation of the Collective Action for Nutrition (CAN) Social Audit programme, which was designed and implemented by an Odisha-based NGO to reduce malnutrition among children and women by facilitating efficient implementation of food and nutrition programmes, ensuring transparency, downward accountability, and community participation. The evaluation assessed the short-term impacts of improving delivery of nutrition services and entitlements, as well as understand how the social audit lead to changes in knowledge and behavior at household and community levels. ","Azim Premji Philanthropic Initatives (APPI) and A4NH","https://www.ifpri.org/publication/appispread-collective-action-nutrition-social-audit-programme-odisha-india-final","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2341&cycle=Reporting&year=2019"
25,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2342_104",2342,"Evaluation of the Bangladesh Initiative to Enhance Nutrition Security and Governance project (agricultural value chain strengthening, community health and nutrition, and other activities)","The Bangladesh Initiative to Enhance Nutrition Security and Governance (BLeNGS) project aims to improve the nutritional status of children and mothers in vulnerable areas of Jamalpur and Sherpur districts by promoting multi-sector, pro-poor governance models. The project (2018-2023) is led by World Vision UK. A4NH strategic partner, the Institute of Development Studies (IDS), is leading the evaluation, which will examine the effectiveness of the technical models and approaches used to strengthen agricultural value chains, community health and nutrition support, and local service providers and health system capacity strengthening. ","European Union",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2342&cycle=Reporting&year=2019"
26,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2350_108",2350,"Assessments of reasons of poor adoption of quality protein maize by farmers","Understanding the reasons for adoption or dis-adoption of quality protein maize (QPM) through an in-depth survey of maize growers  on hill districts in Nepal .","CIMMYT","https://www.dropbox.com/s/ldmsi4h9mv90g5h/Final%20Report_21_11_2019.pdf?dl=0","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2350&cycle=Reporting&year=2019"
27,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2351_108",2351,"Assessing Issues with fertilizer distribution in Nepal","A comprehensive study of the current distribution mechanism though cooperatives will be carried out to evaluate the pros and cons with respect to fertilizer acquisition, pricing and distribution (number of farm households served, seasons, crops and high and low demand) by collecting data at fertilizer distribution points (cooperatives). Initial study reports on willingness to pay for fertilizer (1).","CIMMYT","1. https://doi.org/10.2499/p15738coll2.133150","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2351&cycle=Reporting&year=2019"
28,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2364_192",2364,"Monitoring, Evaluation, Learning, Impact Assessment and Gender workshop","This is an annual workshop organized by RICE through FP1 to 1) assess overall progress towards adoption, impact, outcomes, gender, 2) synthesize learnings, 3) adjust theories of change and workplans","PMU",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2364&cycle=Reporting&year=2019"
29,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2370_192",2370,"Evaluating the reduction in loss due to improved post harvest methods for storage, processing and milling in Assam, India","The adoption and impact of post-harvest technology (storage, drying and processing) on post-harvest loss and efficiency of processing will be assessed. The beneficiaries of the post-harvest intervention are identified from a list of farmers and service providers. They will be given training on post-harvest operations and will be eligible for support. The adopters are randomly chosen from the treatment group. The control groups are the non-adopters and they do not participate in the training and support program. Two types of surveys are collected: qualitative survey using detailed focus group discussions with key stakeholders, and quantitative survey with adopters and non-adopters. ","RICE PMU",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2370&cycle=Reporting&year=2019"
30,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2371_192",2371,"Adoption and impact of Green Super Rice (GSR) varieties  in Bangladesh","A Randomized control Experiment has been conducted to evaluate the impact of Green Super Rice (GSR) varieties  in Bangladesh. Two GSR varieties were considered: BINA Dhan17 (released in 2015) and BRRI Dhan75 (released in 2016). A stratified sampling design was adopted to select 630 households. In this sample 315 households received the treatment (GSR variety) and 315 are used as control. I each of these groups, half were given a leaflet that provide information on GSR (in local language) about the GSR variety, the input use, and management practices.
","GSR project",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2371&cycle=Reporting&year=2019"
31,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2372_192",2372,"Adoption and impact of Alternate Wetting and Drying (AWD) irrigation technology in Bangladesh","Alternate Wetting and Drying (AWD) is a water-saving technology that farmers can apply to reduce their irrigation water consumption in rice fields without decreasing its yield. In AWD, irrigation water is applied a few days after the disappearance of the ponded water. Hence, the field  gets alternately flooded and non-flooded.The main objective of this study is to study farmers' perceptions about the alternate wetting and drying (AWD) irrigation technology and its impact on water saving and farm income in the intensive rice production system of Bangladesh. A total of 200 rice farming households were surveyed for this study. ","IRRI climate smart agriculture project",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2372&cycle=Reporting&year=2019"
32,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2382_104",2382,"Evaluation of the integration of maternal diet and nutrition interventions into antenatal health care platforms in Burkina Faso and Ethiopia","This study is part of a global nutrition initiative called Alive & Thrive (A&T), (2009-2021). This study is evaluating the impacts of intensive behavior change interventions (including improved breastfeeding counselling,  nutrition-sensitive agricultural activities, community mobilization, and mass media) compared to standard interventions on complementary feeding knowledge, practices, and child growth outcomes, Since 2015, IFPRI’s role in A&T has been to study issues related to program sustainability, delivery of maternal nutrition interventions, and other topics related to strengthening the quality and scale of nutrition behavior-change interventions. This research collaboration has generated several high-impact journal publications and datasets: https://www.ifpri.org/project/alive-and-thrive","Alive & Thrive, which is funded by the Bill & Melinda Gates Foundation , Irish Aid, the Tanato Foundation, and UNICEF","http://ebrary.ifpri.org/cdm/singleitem/collection/p15738coll5/id/6684/rec/1
","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2382&cycle=Reporting&year=2019"
33,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2383_104",2383,"Assessing Bangladesh's national nutrition program delivery in health facilities","This study is part of a global nutrition initiative called Alive & Thrive, (2009-2021). This formative research aims to support the strengthening of quality and reach of routine maternal, infant, and young child nutrition (MIYCN) services through the government health system. This study involves secondary analysis of health facility data and health facility assessments in upazilas in two divisions (Sylhet and Chattogram) to assess the opportunities and barriers to achieving high service coverage and utilization of services, as well as the motivation and performance of service providers. Data analysis was completed in 2019; reporting and publications are underway.  ","Alive & Thrive, which is funded by the Bill & Melinda Gates Foundation , Irish Aid, the Tanato Foundation, and UNICEF",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2383&cycle=Reporting&year=2019"
34,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2399_104",2399,"Evaluation of mobile phone technology based nutrition and agriculture advisory services in Ghana","This study is part of the mNutrition global initiative. The impact evaluation, led by A4NH strategic partner the Institute of Development Studies (IDS), along with IFPRI and Gamos, is assessing the impact, cost effectiveness and commercial viability of mNutrition. There are three integrated components: a quantitative impact evaluation, a qualitative evaluation focusing on implementation fidelity, pathways of impact and external validity, and an evaluation of the sustainability of the business model. The 2019 report makes explicit use of the mNutrition theory of change to draw conclusions about whether and how mNutrition may lead to the desired impact in Ghana. ","mNutrition, a global initiative funded by the UK Department for International Development (DFID)","https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/14341
https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/14321","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2399&cycle=Reporting&year=2019"
35,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2403_104",2403,"Building resilience through improved productivity, food security, health and nutrition:  Assessing the World Food Program’s Food Assistance for Assets program in Sri Lanka","This IFPRI-led study is assessing the impact of Phase II of the World Food Programs Food Assistance for Assets (FFA) program in Sri Lanka (a type of social protection program) coupled with a behavior change communication intervention on agriculture, nutrition and well-being outcomes. The program is designed to build the resilience of smallholder farmers to climate-related shocks through rehabilitation of household and community irrigation infrastructure, supporting diversified agriculture livelihoods, enhancing market linkages and promoting positive health and nutrition behavior changes. Some smallholders will receive a cash transfer in exchange for labor or to support construction or rehabilitation of household wells.","A4NH ",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2403&cycle=Reporting&year=2019"
36,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2411_105",2411,"Ex-ante forage productivity, profitability and environmental impact assessments for Central America and the Caribbean","Participatory ex-ante productivity, profitability and environmental impact assessments were conducted with farmers and other forage value chain actors.  The study covered improved grasses and other forages from the CIAT genebank.
","CIAT","https://hdl.handle.net/10568/106874","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2411&cycle=Reporting&year=2019"
37,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2420_104",2420,"Evaluation of intervention to address seasonal availability of and barriers to consumption of fruits and vegetables for consumers in Hanoi and Ibadan","In 2019, this mixed methods study, led by Bioversity International and Wageningen University, used a consumer survey (~100 respondents in each site) and focus group discussions (~100 participants in Hanoi and ~40 in Ibadan) to identify barriers to fruit and vegetable consumption with a particular focus on seasonality. Analysis is ongoing with results expected in 2020 that will inform next steps in the intervention.  ","Bill & Melinda Gates Foundation (BMGF)",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2420&cycle=Reporting&year=2019"
38,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2432_104",2432,"Foresight study on the role of bilateral trade in food systems on nutrition","This analysis was undertaken with the intention of exploring the potential future trajectory of global systems of dietary provision, and the quality and sustainability of such systems, for a globally representative set of countries. Link to internal report is provided. Publication is expected in 2020. ","A4NH","https://cgiar.sharepoint.com/:b:/s/IFPRI/A4NH/EQkCOb6yMudKnDfxU3etyA4B2oduaWZn-1xNOeOsvUz-Bw?e=fd7mw7","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2432&cycle=Reporting&year=2019"
39,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2434_104",2434,"Evaluation of school-based intervention to improve diets of children and their households in Vietnam","This study is part of Flagship 1's portfolio on food system innovations - designing and testing consumer-oriented interventions to increase accessibility, affordability and acceptability of nutritious foods. This study led by IFPRI, is assessing schools as a platform for delivering nutrition education around healthy diets to children. The evaluation will assess the impact on household diets. In 2019, the research team completed the preparatory phase including all baseline data collection. Data analysis and results are ongoing and will be completed in 2020 and will inform the next phase of the intervention. 

","A4NH",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2434&cycle=Reporting&year=2019"
40,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2437_104",2437,"Evaluation of the impact of distributing coupons to reduce price of fruits and vegetables for consumers in Hanoi and Ibadan","This study is part of Flagship 1's portfolio on food system innovations - designing and testing consumer-oriented interventions to increase accessibility, affordability and acceptability of nutritious foods. This study, led by IFPRI, aims to increase the affordability of fruit and vegetables through the use of coupons. In 2019, the preparatory phase was finalised. Currently waiting for final approval by the donor and expected to start the evaluation in June 2020.","Bill & Melinda Gates Foundation (BMGF)",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2437&cycle=Reporting&year=2019"
41,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2446_105",2446,"The inclusion of Leucaena diversifolia in a Colombian beef cattle production system: An economic perspective","Leucaena diversifolia is a CGIAR material from the ILRI genebank.  The system evaluated also contains the CIAT Brachiaria hybrid Cayman. The study indicated that investing in the establishment of legumes in grass-legume associations, such as L. diversifolia, is a valuable option for improving both efficiency and profitability of the production system, and thus can contribute in a positive way to producer welfare. Providing livestock producers with such information is a first step towards overcoming the barriers to technology adoption, i.e. decreasing the misconception by producers that there are limited benefits from planting pasture legumes. ","CIAT","https://hdl.handle.net/10568/103608","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2446&cycle=Reporting&year=2019"
