pk_id_policy_info,version,date_from,date_to,id,"policy_title","pdf","pk","Gender","Youth","CapDev","Climate","description"
254,1,1900-01-01 00:00:00,2200-01-01 00:00:00,545,"Hilsa Conservation and Development Fund (HCDF) created and operational guideline formulated in Bangladesh","https://dx.doi.org/20.500.11766.1/104238","545_272","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","To assist sustainable financing for hilsa conservation, ECOFISH in coordination with DoF, established a sustainable financial structure for hilsa fisheries development thereby ensuring economic emancipation of the fishermen."
255,1,1900-01-01 00:00:00,2200-01-01 00:00:00,546,"Allowable mesh size for hilsa gillnets determined and recommended in Bangladesh","https://dx.doi.org/20.500.11766.1/e8dfce","546_272","0 - Not Targeted","0 - Not Targeted","1 - Significant","1 - Significant","Allowable mesh size determined to be 6.5 cm for all types of hilsa gillnets. The Government of Bangladesh has accepted the recommendations and processed for a gazette notification."
256,1,1900-01-01 00:00:00,2200-01-01 00:00:00,547,"Contribution to the development of the Southern Africa Development Community (SADC) Regional Tilapia Genetic improvement programme","https://dx.doi.org/20.500.11766.1/8a18ba","547_272","0 - Not Targeted","0 - Not Targeted","1 - Significant","0 - Not Targeted","FISH CRP supports the development of the SADC Regional Tilapia Genetic Improvement programe that guided to develop three national nucleus breeding programmes for tilapia in the region"
257,1,1900-01-01 00:00:00,2200-01-01 00:00:00,548,"WorldFish contributed to the declaration of the Nijhum Dwip Marine Protected Area (MPA) in Bangladesh through S.R.O. No.211-Law/2019","https://dx.doi.org/20.500.11766.1/9fef77","548_272","0 - Not Targeted","0 - Not Targeted","1 - Significant","0 - Not Targeted","The policy would help improved protection of hilsa migratory route, and enhanced biodiversity conservation marine fish, megafauna & birds."
258,1,1900-01-01 00:00:00,2200-01-01 00:00:00,549,"Inclusion of fish within commodities covered by the One Stop Border Post at Busia to facilitate cross-border fish-trade between Kenya and Uganda","https://dx.doi.org/20.500.11766.1/4520cd","549_272","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","FISH research promoted intra-regional fish trade by supporting inclusion of fish within the commodities that can be traded through the One Stop Border Post at Busia, Uganda. "
259,1,1900-01-01 00:00:00,2200-01-01 00:00:00,550,"Standard harmonization for fish products in the Southern African Development Community (SADC) region","https://dx.doi.org/20.500.11766.1/d985c1","550_272","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","SADC Secretariat, WorldFish and SADC Member States, working with the SADC Cooperation in Standardisation (SADCSTAN), developed eleven harmonized fish standards for the fish standards for the SADC region."
260,1,1900-01-01 00:00:00,2200-01-01 00:00:00,551,"FISH research provides support to develop the National Fisheries and Aquaculture Policy in Uganda.","https://dx.doi.org/20.500.11766.1/29f6ad","551_272","1 - Significant","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","FISH CRP research, through the FishTrade project funded by the European Union, provided technical inputs for development of the National Fisheries and Aquaculture Policy in Uganda."
261,1,1900-01-01 00:00:00,2200-01-01 00:00:00,552,"National Fish Health Management Strategy of Bangladesh","https://dx.doi.org/20.500.11766.1/804a92","552_272","0 - Not Targeted","0 - Not Targeted","1 - Significant","0 - Not Targeted","FISH research support the design of the National fish health management strategy of Bangladesh (NFHMSB) to protect the health and improve quality and productivity of aquaculture and fisheries. "
262,1,1900-01-01 00:00:00,2200-01-01 00:00:00,553,"Public and private sector co-invest into the first public-private hatchery for genetically improved farmed tilapia (GIFT) in Timor-Leste","https://dx.doi.org/20.500.11766.1/56ca81","553_272","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","A private hatchery and the Ministry of Aquaculture and Fisheries co-invested in the first Public Private Partnership (PPP) model hatchery developed by FISH research and established in Timor-Leste"
263,1,1900-01-01 00:00:00,2200-01-01 00:00:00,554,"Governmental endorsement of the Better Management Practices (BMPs) for genetically improved farmed tilapia (GIFT) in Timor-Leste","https://dx.doi.org/20.500.11766.1/c5894c","554_272","0 - Not Targeted","0 - Not Targeted","2 - Principal","0 - Not Targeted","BMPs were launched by the Minister of Agriculture and Fisheries and indicated as an important extension resource for government organizations and non-governmental organizations that train and provide support to farmers "
264,1,1900-01-01 00:00:00,2200-01-01 00:00:00,555,"Revision of the Burundi memorandum/strategy to enhance the consumption of beans to include promotion of high iron beans","https://dx.doi.org/20.500.11766.1/8d9501","555_282","1 - Significant","1 - Significant","1 - Significant","1 - Significant","Burundi: Country strategy that enhance the consumption of beans and dry bean products facilitated with CIAT’s support their memorandum was reviewed towards continually promoting high iron beans
"
265,1,1900-01-01 00:00:00,2200-01-01 00:00:00,556,"Crop biofortification technical guidance in Uganda","https://dx.doi.org/20.500.11766.1/a5c562","556_282","1 - Significant","1 - Significant","1 - Significant","1 - Significant","Country strategy championed by NARO-Bean Programme which is a member of PABRA facilitated by Alliance of Biodiversity and CIAT facilitates the increase in the consumption of beans and bean products."
266,1,1900-01-01 00:00:00,2200-01-01 00:00:00,557,"2nd Uganda Nutrition Action Plan (2020-2025)","https://dx.doi.org/20.500.11766.1/fdc0bb","557_282","1 - Significant","1 - Significant","1 - Significant","1 - Significant","This plan contributed to the development of the Country strategy that includes intensifying production of bio-fortified crops to address micro-nutrient gaps among women and children.
"
267,1,1900-01-01 00:00:00,2200-01-01 00:00:00,558,"Zimbabwe: National school feeding programme (2019)","https://dx.doi.org/20.500.11766.1/e3acae","558_282","1 - Significant","1 - Significant","1 - Significant","1 - Significant","CG especially CIAT-PABRA through the national the government Department of Research and Special Services (DR&SS) influenced the policy makers and mainstreamed the use of nutritious food in school feed programme."
268,1,1900-01-01 00:00:00,2200-01-01 00:00:00,559,"Zimbabwe: Command Agriculture (2019)","https://dx.doi.org/20.500.11766.1/e04100","559_282","0 - Not Targeted","0 - Not Targeted","1 - Significant","0 - Not Targeted","The CGIAR especially Alliance of Biodiversity and CIAT-PABRA Project, through the Zimbabwe national government Department of Research and Special Services (DR&SS) influenced the policy makers to increase agricultural productivity."
269,1,1900-01-01 00:00:00,2200-01-01 00:00:00,560,"Zimbabwe: National Food Fortification Policy (2019)","https://dx.doi.org/20.500.11766.1/ed7f78","560_282","1 - Significant","1 - Significant","1 - Significant","1 - Significant","CGIAR especially CIAT-PABRA through the national the government Department  of Research and Special Services (DR&SS) influenced  the policy makers to develop and enact food fortification policies. "
270,1,1900-01-01 00:00:00,2200-01-01 00:00:00,561,"Global Commission on Adaptation adopts the inclusion of agroecological practices in action track and year of action commitments",,"561_106","1 - Significant","1 - Significant","1 - Significant","2 - Principal","FTA was commissioned to write the background paper on the contribution of agroecological approaches to building climate resilient agriculture that led to inclusion of agroecological practices in action track and year of action commitments "
271,1,1900-01-01 00:00:00,2200-01-01 00:00:00,562,"National Agroforestry Development Strategy (2020-2030) in Ethiopia",,"562_106","1 - Significant","1 - Significant","1 - Significant","1 - Significant","FTA's ICRAF scientist embedded in the Ministry of Agriculture with an explicit role of ensuring that the strategy is evidence-based resulting from government evaluation of the Trees4FoodSecurity project."
272,1,1900-01-01 00:00:00,2200-01-01 00:00:00,564,"FTA Options by Context approach adopted in Barry Callebaut position on cocoa agroforestry",,"564_106","1 - Significant","1 - Significant","1 - Significant","1 - Significant","The world's largest cocoa buyer adopts FTA Options by Context in its position on agroforestry. Diverse and inclusive agroecological options that result from this approach,, impact food security, farm income and environmental resilience of smallholder farmers."
273,1,1900-01-01 00:00:00,2200-01-01 00:00:00,565,"Committee on World Food Security (CFS)  policy convergence process on agroecological and other innovative approaches",,"565_106","2 - Principal","2 - Principal","2 - Principal","2 - Principal","FTA-FP2 led the development of the High Level Panel of Experts (HLPE) report and recommendations that were accepted as the basis for the ongoing policy convergence"
274,1,1900-01-01 00:00:00,2200-01-01 00:00:00,566,"National Bamboo Strategy and Action Plan in Uganda",,"566_106","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","Research from FTA and from the International Bamboo and Rattan Organisation’s Dutch-Sino-East Africa Bamboo Development Programme enabled development of a Ten-Year Uganda National Bamboo Strategy and Action Plan. This Action Plan is an important step to boosting the development of a viable and sustainable bamboo industry in the country."
275,1,1900-01-01 00:00:00,2200-01-01 00:00:00,567,"FTA recommendations shape the design of gender indicators for SDG13 on climate change and were incorporated in the ‘Equal Measures 2030’ global report",,"567_106","2 - Principal","0 - Not Targeted","0 - Not Targeted","1 - Significant","As a result of strategic engagement with the UNFCCC secretariat, FTA recommendations on gender indicators for SDG13 were incorporated in the ‘Equal Measures 2030’ global report."
276,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1,"Informed investment of  USD 1.2 million for scaling up `Underground Taming of Floods for Irrigation` (UTFI) in India",,"1_11",,,,,
277,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2,"Informed investments of USD 170 million in India for scaling up the Happy Seeder technology",,"2_11",,,,,
278,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3,"Developing a new international system of plant germplasm exchange, as part of implementation of the International Treaty on Plant Genetic Resources for Food and Agriculture (ITPGRFA).",,"3_11",,,,,
279,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4,"National policies and laws for implementing the International Treaty on Plant Genetic Resources for Food and Agriculture (ITPGRFA) adopted by Bhutan, Burkina Faso, Costa Rica, Côte d’Ivoire, Guatemala, Nepal, Rwanda and Uganda",,"4_11",,,,,
280,1,1900-01-01 00:00:00,2200-01-01 00:00:00,5,"New laws were passed to enhance capacity to adapt to climate change by implementing the International Treaty on Plant Genetic Resources for Food and Agriculture (ITPGRFA) and the Nagoya protocol, in Madagascar and Benin.  ",,"5_11",,,,,
281,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6,"Informed investment of USD 1.6 million for Climate Smart Agriculture (CSA) in Niger",,"6_11",,,,,
282,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7,"Informed investment of  USD 21.5 billion by the Indian Government to provide 2.75 million solar pumps to farmers and farmer cooperatives.  ",,"7_11",,,,,
283,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8,"Informed investment of  USD 2 million for a regional Climate Smart Agriculture (CSA) strategy for Central America",,"8_11",,,,,
284,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9,"Kenya launched the Climate Smart Agriculture Strategy 2017?2026. ",,"9_11",,,,,
285,1,1900-01-01 00:00:00,2200-01-01 00:00:00,10,"Informed investment of USD 66 million in Colombia for scaling up Climate Smart Agriculture (CSA) in Cauca, Colombia ",,"10_11",,,,,
286,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11," Rwanda initiated a national policy framework for climate services under the UN Global Framework for Climate Services",,"11_11",,,,,
287,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12,"Design of the Nigeria Agricultural Sector Food Security and Nutrition Strategy (2016-2025)",,"12_12",,,,,
288,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13,"Steps towards reform of the agricultural research system in Swaziland",,"13_12",,,,,
289,1,1900-01-01 00:00:00,2200-01-01 00:00:00,14,"Organizational merger forming Kenya Agriculture and Livestock Research Organization (KALRO), for improved capacity and performance.",,"14_12",,,,,
290,1,1900-01-01 00:00:00,2200-01-01 00:00:00,15,"The Collaborating for Resilience method for implementing a participatory approach to strengthen the governance of natural resources used by International Land Coalition’s National Engagement Strategy (NES).",,"15_12",,,,,
291,1,1900-01-01 00:00:00,2200-01-01 00:00:00,16,"Common Monitoring and Evaluation Framework for Land in Africa approved by the African Land Policy Center for use by African countries to track progress towards the AU Declaration on Land",,"16_12",,,,,
292,1,1900-01-01 00:00:00,2200-01-01 00:00:00,17,"Joint Village Land Use Planning methodology used by the government to clarify and affirm resource rights for pastoralist groups in Tanzania.  ",,"17_12",,,,,
293,1,1900-01-01 00:00:00,2200-01-01 00:00:00,18,"Design of Gesellschaft für Internationale Zusammenarbeit (GIZ)-supported  land restoration programs in Ethiopia and Madagascar.",,"18_12",,,,,
294,1,1900-01-01 00:00:00,2200-01-01 00:00:00,19,"Investment by Brazil and Ghana in the new phase of Agricultural Mechanization Services Enterprise Centers in Ghana",,"19_12",,,,,
295,1,1900-01-01 00:00:00,2200-01-01 00:00:00,20,"Alliance for a Green Revolution in Africa (AGRA) drew heavily from PIM rural transformation research for its 2017 Africa Agriculture Status Report",,"20_12",,,,,
296,1,1900-01-01 00:00:00,2200-01-01 00:00:00,21,"Investment priorities for the International Fund for Agricultural Development (IFAD). ",,"21_12",,,,,
297,1,1900-01-01 00:00:00,2200-01-01 00:00:00,22,"Design of the 2017 UK Department for International Development (DFID) Economic Development Strategy",,"22_12",,,,,
298,1,1900-01-01 00:00:00,2200-01-01 00:00:00,23,"Design of World Bank loans and government investments in Burkina Faso, Malawi, Mali, Nigeria, Togo, and Zambia.",,"23_12",,,,,
299,1,1900-01-01 00:00:00,2200-01-01 00:00:00,24,"Restructuring of the agricultural public sector in Nepal",,"24_12",,,,,
300,1,1900-01-01 00:00:00,2200-01-01 00:00:00,25,"Promotion of the Use of the Women's Empowement in Agriculture (WEAI)  by the African Union’s Comprehensive Africa Agriculture Development Programme (CAADP) for countries to track progress on indicator 4.4 on women participation in agriculture",,"25_12",,,,,
301,1,1900-01-01 00:00:00,2200-01-01 00:00:00,26,"Improved design of Egypt's  'Takaful and Karama' (Solidarity and Dignity) Social Protection program, including changes in eligibility criteria and messaging promoting women's empowerment",,"26_12",,,,,
302,1,1900-01-01 00:00:00,2200-01-01 00:00:00,27,"Integration of social protection (Productive Safety Nets Program, PSNP) and Community-Based Health Insurance (CBHI) programs in Ethiopia",,"27_12",,,,,
303,1,1900-01-01 00:00:00,2200-01-01 00:00:00,28,"Investment by a private insurer in India in developing and testing picture-based insurance products resulting in the offering of a new insurance product at a lower premium to farmers.",,"28_12",,,,,
304,1,1900-01-01 00:00:00,2200-01-01 00:00:00,29,"Use of smartphone pictures to test advisory service products by a private meteorological company in India",,"29_12",,,,,
305,1,1900-01-01 00:00:00,2200-01-01 00:00:00,30,"Design of European Union trade policy relating to agreements with African Regional Economic communities",,"30_12",,,,,
306,1,1900-01-01 00:00:00,2200-01-01 00:00:00,31,"Data harmonisation and publication strategy for the Ag-Incentive Consortium (FAO, IFPRI, Inter-American Development Bank, OECD, World Bank data on agricultural distortions).  ",,"31_12",,,,,
307,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000209,"United Nations Framework Convention on Climate Change (UNFCCC) decision on agriculture after six years of negotiations.",,"201700000209_11",,,,,
308,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000210,"The Climate Smart Village approach and associated tools have been taken up at the sub-national level in Vietnam, Colombia and the Philippines. ",,"201700000210_11",,,,,
309,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000211,"Improved policy on farmer payments by a large milk cooperative in Kenya",,"201700000211_12",,,,,
310,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000212,"Extension and improved design of the Mali government’s 'Jigisemejiri' cash transfer (social protection) program including modifying frequency of cash transfers (important for recipients)",,"201700000212_12",,,,,
311,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000213,"Kakira Sugar Limited, Uganda, implemented modified procedures designed to facilitate the registration of outgrower contracts for women.  ",,"201700000213_12",,,,,
312,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000214,"Tropical Bank, Uganda, implemented modified procedures designed to facilitate the opening of bank accounts by women. ",,"201700000214_12",,,,,
313,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000215,"Design of Ethiopia's Productive Safety Net Program redesigned to address maternal and child nutrition explicitly",,"201700000215_14",,,,,
314,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000216,"Improved risk assessment and foodborne disease surveillance system in Vietnam benefitting up to 94 million consumers",,"201700000216_14",,,,,
315,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000217,"Design of Bangladesh's Vulnerable Group Development program modified to include nutrition Behaviour Change Communication(BCC) in order to improve mother and child nutrition.",,"201700000217_14",,,,,
316,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000218,"Government of Bangladesh with support from UNICEF implemented recommendations to strengthen frontline delivery through District Nutrition Officers.",,"201700000218_14",,,,,
317,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000219,"Government of Odisha (India) rolled out the Odisha Multi-Sectoral Nutrition Action Plan (2017-20)",,"201700000219_14",,,,,
318,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000220,"Government of India launched a National Nutrition Strategy in 2017",,"201700000220_14",,,,,
319,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000221,"Improvements in government policy and procedures related to nutrition in four African countries as a result of participation in the Transform Nutrition course",,"201700000221_14",,,,,
320,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000222,"The Bill & Melinda Gates Foundation invested $4 million to launch the five-year Transform Nutrition West Africa for nutrition knowledge generation and mobilization across the region",,"201700000222_14",,,,,
321,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000223,"East African Community (EAC) released nine policy briefs on aflatoxins, based largely on technical papers produced by CGIAR and partners",,"201700000223_14",,,,,
322,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000224,"Global Forum on Food Security and Nutrition endorsed the nutrition-sensitive value chains framework and several more partners, includine several of the Rome-based agencies (RBAs) adapted, applied, and embedded it projects and in several completed and ongoing evaluations",,"201700000224_14",,,,,
323,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000225,"The International Fund for Agricultural Development (IFAD) progressed in mainstreaming nutrition into its investments",,"201700000225_14",,,,,
324,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000226,"Biofortification definition advances to Step 5 in the Codex process add a couple of words to explain implications",,"201700000226_14",,,,,
325,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000227,"World Bank’s Agriculture Global Practice Report “An Overview of Links Between Obesity and Food Systems Implications for the Agriculture Agenda”  cited evidence on biofortification",,"201700000227_14",,,,,
326,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000228,"African Development Bank’s Nutrition Strategy cited evidence on biofortification",,"201700000228_14",,,,,
327,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000229,"FAO’s Nutrition-Sensitive Agriculture and Food Systems in Practice: Options for Intervention cited evidnece on biofortification",,"201700000229_14",,,,,
328,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000230,"Malabo-Montpellier Panel Report “Nourished: How Africa Can Build a Future Free from Hunger and Malnutrition” cited evidence on biofortification",,"201700000230_14",,,,,
329,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000231,"Committee on World Food Security High Level Panel of Experts on Food Security and Nutrition Report “Nutrition and Food Systems” cited CGIAR evidence on biofortification",,"201700000231_14",,,,,
330,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000232,"World Food Program (WFP) adopted recommendations on how to make programs more nutrition-sensitive",,"201700000232_14",,,,,
331,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000233,"The Bill & Melinda Gates Foundation's private sector strategy took into consideration evidence on prices and diets",,"201700000233_14",,,,,
332,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000234,"Increased focus on investments on nutrition in African countries",,"201700000234_14",,,,,
333,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000235,"USAID's Nutrition Strategy cited evidence on strengthening enabling environments as a strategy for nutritional improvement within a country and cost-benefit analysis.",,"201700000235_14",,,,,
334,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000236,"Kenya's draft National Brucellosis Strategy incorporated CGIAR evidence from ILRI /Livestock",,"201700000236_14",,,,,
335,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000237,"India's National Plan of Action for Children cited the India Health Report",,"201700000237_14",,,,,
336,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000238,"Government of of Kenya agreed to incorporate ILRI's eSurveillance in low potential areas with their eSurveillance from high potential areas",,"201700000238_14",,,,,
337,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000239,"National Food Security Investment Plans (NAFSIPs) of Tanzania, Nigeria, Malawi, Senegal, The Gambia, and Uganda included Aflasafe as an important aflatoxin mitigation tool.",,"201700000239_14",,,,,
338,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000240,"Specific International Fund for Agricultural Development (IFAD) projects in six countries designed to be nutrition sensitive",,"201700000240_14",,,,,
339,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000241,"The Bill & Melinda Gates Foundation provided continuation of funding for a second phase of the Advancing Research on Nutrition and Agriculture project (ARENA) project.",,"201700000241_14",,,,,
340,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000242,"World Bank Africa and Latin America and Caribbean (LAC) regions recommend including biofortified crops in agricultural tranformation programs such as the West Africa Agricultural Transformation Program and East and Central Africa Agricultural Transformation Program (ECAAT)/ Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA)",,"201700000242_14",,,,,
341,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000243,"White paper on food safety used to guide the development of a new USAID innovation lab on food safety to be formally launched in 2018",,"201700000243_14",,,,,
342,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000244,"Technical support to a food safety situational analysis in Vietnam underpins a $20 million investment in 4 cities",,"201700000244_14",,,,,
343,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000245,"Government of India invited partners to develop nutrition case studies for training Indian Administrative Services (IAS) officials",,"201700000245_14",,,,,
344,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000246,"Transforming Nutrition short course curriculum modified/developed taking into account latest research and capacity needs",,"201700000246_14",,,,,
345,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000247,"Mekong basin fisheries management strategies",,"201700000247_266",,,,,
346,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000248,"7 national policies (Cambodia, India, Malawi, Myanmar) relating to water and land use tenure policies for rice?field fisheries, fish breeding, aquaculture research, small?scale fisheries management and fish value chain development ",,"201700000248_266",,,,,
347,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000249,"Fisheries Law in the Ayeyarwady region of Myanmar",,"201700000249_266",,,,,
348,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000250,"Legal instruments (Cambodia): Sub-decree on community fisheries",,"201700000250_266",,,,,
349,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000251,"Informed aquaculture investment projects with African Development Bank (AfDB) Project or projects in Zambia",,"201700000251_266",,,,,
350,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000252," Informed aquaculture investment projects with World Bank Project in State of Assam, India",,"201700000252_266",,,,,
351,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000253,"Informed aquaculture investment projects with Odisha State government, India",,"201700000253_266",,,,,
352,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000254,"Vietnam's 2017 Law on Forestry",,"201700000254_16",,,,,
353,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000255,"Forestry Research Strategy of Vietnam To 2020",,"201700000255_16",,,,,
354,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000256,"Payment for Forest Environmental Services in Vietnam",,"201700000256_16",,,,,
355,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000257,"Adoption of specific policy/procedures for Intact Forest Landscapes by the Forest Stewardship Council (FSC).",,"201700000257_16",,,,,
356,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000258,"Local regulation on sustainable plantations in East Kalimantan, Indonesia (facilitated drafting process)",,"201700000258_16",,,,,
357,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000259,"2 Subnational policies on fire prevention in forests adopted by Riau Province Parliament and Bengkalis District Parliament to be part of their legislation program in 2017 and 2018",,"201700000259_16",,,,,
358,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000260,"Strengthening Indonesian Sustainable Palm Oil (ISPO) certification, with regulations on peatland intervention and restoration. ",,"201700000260_16",,,,,
359,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000261,"The Ministry of Forests and Fauna (MINFOF) formally recognized and adopted a system to monitor small-scale timber trade in Cameroon",,"201700000261_16",,,,,
360,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000262,"Curriculum reforms at Kisangani University, Congo (UNIKIS) using two- year Masters courses on 'Law and governing access to natural resources in DRC’ and 'Law and land governance in sub-Saharan Africa'",,"201700000262_16",,,,,
361,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000263,"Working group established in Tanzania to implement road map for reforming Tanzanian policies on sustainability and upgrading of Artisanal and Small Scale Mining (ASM)",,"201700000263_16",,,,,
362,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000264,"Program for low-emission development in three districts in Papua, Indonesia (Involvement in local government planning)",,"201700000264_16",,,,,
363,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000265,"Four mitigation actions for local government in four districts of Indonesia: Purbalingga, Banjarnegara, Jayapura and Jayawijaya (Involvement in local government planning)",,"201700000265_16",,,,,
364,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000266,"Implementation of ' Land-use Planning for Multiple Environmental Services (LUMENS)' methodology and software in Indonesia",,"201700000266_16",,,,,
365,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000267,"Informed major investment in recovery of tropical dry forest in the Cauca River valley, Antioquia, Colombia",,"201700000267_16",,,,,
366,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000268,"Strategy and action plan for forest landscape restoration in Sarawak, Malaysia",,"201700000268_16",,,,,
367,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000269,"Improved Regulation on Seeds of Forest Trees, Peru",,"201700000269_16",,,,,
368,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000270,"Bundling additional animal health services with vaccination in Garissa and Marsabit Counties of Kenya.",,"201700000270_15",,,,,
369,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000271,"Investment in drought insurance program for pastoralists in 8 Counties by Government of Kenya.",,"201700000271_15",,,,,
370,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000272,"Masterplan for livestock investment in Ethiopia, informing major investments which will benefit more than 2.3 million households",,"201700000272_15",,,,,
371,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000273,"Animal breeding and genetics online training course",,"201700000273_15",,,,,
372,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000274,"Training course for vaccinators in Infection and Treatment Method against East Coast Fever in cattle (ITM-ECF)",,"201700000274_15",,,,,
373,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000275,"Conservation Agriculture (CA)?based sustainable intensification in the national extension package of Ethiopia.",,"201700000275_18",,,,,
374,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000276,"Regional seed policy agreement that speeds up the distribution of modern rice varieties across nine nations in South and Southeast Asia. ",,"201700000276_186",,,,,
375,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000277,"Institutionalization of the Philippine Rice Information System (PRiSM) within the Philippine Department of Agriculture. ",,"201700000277_186",,,,,
376,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000278,"National investment informed by RICE research: Philippine Rice Road Map",,"201700000278_186",,,,,
377,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000279,"National investment informed by RICE research: the 'Small Farm Large Field' program in Vietnam is suported with RICE research on value chain analysis and improvement, market support, and best-management practices to enable farmers to produce better-quality rice",,"201700000279_186",,,,,
378,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000280,"National investment informed by RICE research: support for Greenhouse Gas Nationally Appropriate Mitigation Actions (NAMA).",,"201700000280_186",,,,,
379,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000281,"Biofortification included in the Nigerian Food and Nutrition Policy (2016–2020)",,"201700000281_256",,,,,
